rue_1,rue_2,int_no,borough,acc,pi,acc_rate,ln_acc_rate,all_pedest,fi,fli,fri,fti,cli,cri,cti,ln_pi,ln_fi,ln_fli,ln_fri,ln_fti,ln_cli,ln_cri,ln_cti,tot_crossw,number_of_,avg_crossw,tot_road_w,median,green_stra,half_phase,any_ped_pr,ped_countd,lt_protect,lt_restric,lt_prot_re,parking,north_veh,north_ped,east_veh,east_ped,south_veh,south_ped,west_veh,west_ped,total_lane,of_exclusi,any_exclus,commercial,curb_exten,all_red_an,new_half_r,distdt,ln_distdt,traffic_10000,ped_100
Chemin-des-Moulins,Irlandais des,75,Sud-Ouest,0,15.542293548584,0.0,0.0,False,14144.896484375,0.0,4810.64697265625,9334.25,0.0,15421.861328125,48358.55078125,2.74356508255005,9.55710887908936,0.0,8.47858715057373,9.14144611358643,0.0,9.64354133605957,10.78639793396,36.7999992370605,3,12.3000001907349,26.8999996185303,True,False,False,False,False,False,True,True,0.0,10822.626953125,5.18076515197754,0.0,0.0,0.0,0.0,3322.27001953125,10.3615293502808,3,0,False,0,False,False,False,2428.79711914062,7.7951512336731,1.41448962688446,0.155422940850258
Armand-Chaput,Henri-Bourassa Est,1373,Pointe-aux-Trembles-RiviÞres-des-Prairies,0,8.43975734710693,0.0,0.0,False,19054.3515625,1731.27404785156,1855.3056640625,15467.771484375,9421.16796875,0.0,130544.2421875,2.13295388221741,9.85505104064941,7.45661306381226,7.52580499649048,9.64651393890381,9.15071392059326,0.0,11.7794666290283,81.9000015258789,3,27.2999992370605,59.5,True,False,True,True,True,True,True,True,0.0,1782.95397949219,0.0,10010.3818359375,8.43975734710693,0.0,0.0,7261.01513671875,0.0,7,1,True,1,False,False,True,17457.052734375,9.76749897003174,1.90543520450592,0.0843975767493248
Gouin,Lacordaire,6510,MontrÚal-Nord,0,60.4676818847656,0.0,0.0,False,5644.52734375,984.988708496094,1181.23889160156,3478.2998046875,25717.328125,40183.51171875,11069.72265625,4.1021089553833,8.63844203948975,6.89263010025024,7.07431888580322,8.15429878234863,10.1549196243286,10.6012115478516,9.31196880340576,37.5999984741211,3,12.5,17.2999992370605,False,False,False,False,False,True,True,True,0.0,0.0,0.0,1855.96545410156,1.5912549495697,1042.92919921875,57.2851753234863,2745.63256835938,1.5912549495697,2,0,False,0,False,False,False,13895.7685546875,9.53934001922607,0.564452707767487,0.604676842689514
Montagne,Wellington,1733,Sud-Ouest,0,9.11169147491455,0.0,0.0,False,21330.96484375,5813.14794921875,4507.54541015625,11010.2724609375,0.0,0.0,100322.203125,2.20955801010132,9.96791458129883,8.66787719726562,8.41350841522217,9.30658435821533,0.0,0.0,11.5161418914795,43.7999992370605,3,14.6000003814697,37.5,False,False,False,False,False,True,True,True,0.0,3360.54638671875,0.0,7334.81787109375,9.11169147491455,0.0,0.0,10635.6005859375,0.0,2,0,False,0,False,False,False,1505.06701660156,7.31659269332886,2.13309645652771,0.0911169126629829
Notre-Dame,6380 Est (Norco),981,Mercier-Hochelaga-Maisonneuve,0,16.2630405426025,0.0,0.0,False,24784.185546875,105.491020202637,28.9583206176758,24649.736328125,190.622756958008,33.6393127441406,89103.0546875,2.78889489173889,10.1179609298706,4.65862607955933,3.36585807800293,10.1125211715698,5.25029611587524,3.51569509506226,11.3975486755371,46.0999984741211,3,15.3999996185303,35.9000015258789,True,False,True,True,True,True,True,True,0.0,0.0,0.0,11825.3369140625,1.80700504779816,126.175537109375,12.6490316390991,12832.6728515625,1.80700504779816,4,0,False,0,False,False,True,8936.9892578125,9.09795379638672,2.47841858863831,0.162630409002304
Mill,Oak,1410,Sud-Ouest,0,54.7646865844727,0.0,0.0,False,9660.5498046875,466.1435546875,814.833618164062,8379.572265625,11414.9033203125,17094.943359375,55624.80859375,4.0030460357666,9.17580604553223,6.14449405670166,6.70298385620117,9.0335521697998,9.34267520904541,9.74653816223145,10.9263849258423,43.2000007629395,3,14.3999996185303,36.5,False,False,True,True,False,True,True,True,1.0,739.589965820312,48.1265449523926,5522.1494140625,3.31907200813293,0.0,0.0,3398.810546875,3.31907200813293,2,0,False,1,False,False,True,2059.25708007812,7.6301007270813,0.966054975986481,0.547646880149841
Loire de la,Voie serv. A-40 Est,9994,Anjou,0,11.8917169570923,0.0,0.0,False,13712.8310546875,0.0,1705.81420898438,12007.0166015625,0.0,7548.22021484375,0.0,2.47584199905396,9.52608680725098,0.0,7.44179821014404,9.39324569702148,0.0,8.92906665802002,0.0,31.6000003814697,3,10.5,26.2000007629395,False,True,False,True,True,False,True,True,0.0,0.0,5.09644985198975,0.0,0.0,595.008605957031,6.79526710510254,13117.822265625,0.0,2,0,False,4,False,False,False,12187.056640625,9.40812969207764,1.37128305435181,0.118917167186737
Bourbonnière,Notre-Dame,757,Mercier-Hochelaga-Maisonneuve,0,3.24904799461365,0.0,0.0,False,55008.078125,2258.1123046875,728.173400878906,52021.79296875,7336.71484375,2365.87036132812,0.0,1.17836201190948,10.9152345657349,7.72228384017944,6.59053897857666,10.8594179153442,8.9006462097168,7.76890087127686,0.0,51.7999992370605,3,17.2999992370605,46.5999984741211,True,True,False,True,False,False,True,True,0.0,0.0,3.24904799461365,27740.30859375,0.0,0.0,0.0,27267.76953125,0.0,5,0,False,0,False,False,False,5598.39501953125,8.63023567199707,5.500807762146,0.0324904806911945
Laurier,Pie-IX,860,Rosemont-La-Petite-Patrie,1,3.1082820892334,0.3217211216008491,0.8817796360497026,False,34586.18359375,586.080749511719,1088.08239746094,32912.01953125,0.0,15.3730306625366,0.0,1.13407003879547,10.4512100219727,6.37345790863037,6.99217176437378,10.401593208313,0.0,2.73261499404907,0.0,64.8000030517578,3,21.6000003814697,59.5,True,False,True,True,True,True,True,True,0.0,19340.6640625,0.0,0.0,3.1082820892334,14444.2939453125,0.0,801.224304199219,0.0,6,0,False,0,False,False,True,6259.47509765625,8.74185180664062,3.45861840248108,0.0310828201472759
Henri-Bourassa Est,10 605 est (Sortie Shell),792,Pointe-aux-Trembles-RiviÞres-des-Prairies,0,11.5573091506958,0.0,0.0,False,28501.625,315.272216796875,406.802856445312,27779.55078125,1684.72082519531,372.205749511719,321056.84375,2.4473180770874,10.257716178894,5.75343608856201,6.00832891464233,10.2320547103882,7.42935514450073,5.91944694519043,12.6793737411499,78.5999984741211,3,26.2000007629395,67.8000030517578,True,False,True,True,True,True,True,True,0.0,315.272216796875,0.0,14639.818359375,7.70487308502197,0.0,0.0,13546.53515625,3.85243606567383,7,1,True,0,False,False,True,16682.421875,9.72211074829102,2.85016250610352,0.115573093295097
Camille,Gouin/Ruisseau,1216,Ahuntsic-Cartierville,0,25.4034938812256,0.0,0.0,False,14071.8525390625,208.488143920898,175.568954467773,13687.794921875,761.927795410156,1574.96044921875,144910.296875,3.23488688468933,9.5519323348999,5.33988189697266,5.16803216934204,9.52425956726074,6.63585186004639,7.361985206604,11.8838701248169,47.5999984741211,4,11.8999996185303,31.3999996185303,False,False,False,False,False,False,False,False,0.0,79.0060348510742,0.0,7459.486328125,10.584789276123,133.871337890625,14.8187046051025,6399.48876953125,0.0,2,0,False,0,False,False,False,14300.73828125,9.56806659698486,1.40718519687653,0.25403493642807
Notre-Dame,Chemin Gypsum,1517,Mercier-Hochelaga-Maisonneuve,0,23.443323135376,0.0,0.0,False,19583.166015625,161.186126708984,187.734436035156,19234.24609375,1809.98413085938,1536.89880371094,128832.765625,3.15458607673645,9.88242626190186,5.08256006240845,5.23502779006958,9.86444759368896,7.50107288360596,7.33752202987671,11.7662696838379,70.5999984741211,3,23.5,36.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,10554.8466796875,1.67452299594879,178.252899169922,16.745231628418,8850.06640625,5.02356910705566,5,1,True,0,False,False,True,10079.6845703125,9.21827697753906,1.95831656455994,0.234433233737946
