rue_1,rue_2,int_no,borough,acc,pi,acc_rate,ln_acc_rate,all_pedest,fi,fli,fri,fti,cli,cri,cti,ln_pi,ln_fi,ln_fli,ln_fri,ln_fti,ln_cli,ln_cri,ln_cti,tot_crossw,number_of_,avg_crossw,tot_road_w,median,green_stra,half_phase,any_ped_pr,ped_countd,lt_protect,lt_restric,lt_prot_re,parking,north_veh,north_ped,east_veh,east_ped,south_veh,south_ped,west_veh,west_ped,total_lane,of_exclusi,any_exclus,commercial,curb_exten,all_red_an,new_half_r,distdt,ln_distdt,traffic_10000,ped_100
Hôtel-de-Ville,Rachel,531,Plateau-Mont-Royal,0,2906.44970703125,0.0,0.0,False,13092.306640625,1148.44799804688,980.008911132812,10963.849609375,798983.9375,436640.1875,11325149.0,7.9746880531311,9.47978019714355,7.04616689682007,6.8875617980957,9.30235862731934,13.5910959243774,12.9868650436401,16.2425365447998,47.5999984741211,4,11.8999996185303,37.5,False,True,False,True,False,True,True,True,1.0,1863.03784179688,1254.07189941406,6957.04248046875,698.021179199219,0.0,694.077514648438,4272.2265625,260.279083251953,2,0,False,0,False,False,False,2109.22509765625,7.65407609939575,1.30923068523407,29.0644969940186
Côte-Saint-Antoine,Décarie,38,C¶te-des-Neiges-Notre-Dame-de-Graces,0,1942.33935546875,0.0,0.0,False,14791.9775390625,931.794555664062,1901.11096191406,11959.072265625,520965.84375,1391865.625,11691851.0,7.57164812088013,9.60184001922607,6.83711194992065,7.55019378662109,9.38924503326416,13.1634397506714,14.1461563110352,16.2744026184082,61.4000015258789,4,15.3999996185303,48.0,False,True,False,True,True,True,True,True,1.0,2155.42626953125,755.458862304688,7010.3466796875,156.366790771484,5626.20458984375,308.965698242188,0.0,721.547973632812,4,0,False,0,False,False,False,4357.1201171875,8.37956619262695,1.47919774055481,19.4233932495117
Marcil,Sherbrooke,60,C¶te-des-Neiges-Notre-Dame-de-Graces,0,2904.00732421875,0.0,0.0,False,17921.625,669.201110839844,1035.25988769531,16217.1640625,403754.875,777318.3125,10317737.0,7.97384691238403,9.79376316070557,6.50608491897583,6.94240808486938,9.69382476806641,12.9085626602173,13.5636053085327,16.1493759155273,66.1999969482422,4,16.6000003814697,52.4000015258789,False,False,True,True,False,True,True,True,1.0,11.4393348693848,1197.65026855469,6655.78662109375,368.896514892578,1502.36608886719,1130.27197265625,9752.033203125,207.188446044922,4,0,False,0,False,False,True,4740.95703125,8.46399402618408,1.79216253757477,29.0400733947754
Parc,30 m Sud de Duluth,1615,Ville-Marie,0,1754.24523925781,0.0,0.0,True,47606.59375,221.494689941406,2090.48803710938,45294.609375,124011.7890625,1198453.5,22385958.0,7.46979379653931,10.7707271575928,5.40039920806885,7.6451530456543,10.7209434509277,11.7281322479248,13.996542930603,16.9239444732666,30.0,1,30.0,51.4000015258789,True,False,False,True,True,False,True,True,0.0,22942.630859375,490.609344482422,0.0,591.989868164062,24438.248046875,3.62073302268982,225.713638305664,668.025268554688,8,0,False,1,True,False,False,1547.20202636719,7.34420347213745,4.76065921783447,17.5424518585205
Côte-Saint-Luc,Hampton/Heath,1444,C¶te-des-Neiges-Notre-Dame-de-Graces,0,357.339874267578,0.0,0.0,False,21922.015625,859.033508300781,970.115417480469,20092.8671875,62781.80078125,118021.15625,3091180.25,5.87868690490723,9.99524688720703,6.75580787658691,6.8774151802063,9.90812015533447,11.0474214553833,11.6786193847656,14.9440641403198,83.6999969482422,4,20.8999996185303,51.0999984741211,False,False,False,False,False,False,False,False,0.5,1092.30554199219,94.4510726928711,8806.9443359375,6.2967381477356,0.0,110.192916870117,12022.7666015625,146.399154663086,4,0,False,4,False,False,False,6029.25390625,8.70437812805176,2.19220161437988,3.57339882850647
15 e Avenue,Saint-Joseph,1513,Rosemont-La-Petite-Patrie,1,144.858047485352,0.006903309946250102,0.20097455455358842,False,19686.498046875,1202.64245605469,1148.46936035156,17335.38671875,42252.08984375,39650.0546875,2180753.0,4.97575378417969,9.88768768310547,7.09227609634399,7.04618501663208,9.76050472259521,10.6514091491699,10.5878477096558,14.5951814651489,59.0,3,19.7000007629395,41.2000007629395,True,False,False,False,False,False,True,True,0.0,0.0,0.0,10027.4375,57.1808052062988,855.934692382812,19.0602684020996,8803.1259765625,68.6169662475586,6,0,False,2,False,False,False,5614.8408203125,8.63316822052002,1.96864986419678,1.44858050346375
Christophe-Colomb,Étienne-Blanchard,1183,Ahuntsic-Cartierville,0,997.736450195312,0.0,0.0,False,36112.30859375,612.505554199219,1260.74060058594,34239.0625,104812.1640625,356043.3125,19844686.0,6.90548896789551,10.4943885803223,6.41755819320679,7.13945484161377,10.4411220550537,11.5599250793457,12.782808303833,16.8034477233887,73.1999969482422,4,18.2999992370605,54.9000015258789,False,False,True,True,True,False,False,False,0.5,14159.0869140625,477.178314208984,617.609802246094,212.955612182617,21269.255859375,102.5341796875,66.3547744750977,205.068359375,6,0,False,0,False,False,True,7693.97119140625,8.94819259643555,3.61123085021973,9.9773645401001
Saint-Antoine,Square Victoria Ouest,1573,Ville-Marie,0,7609.1484375,0.0,0.0,True,12742.634765625,2006.31140136719,1513.73254394531,9222.5908203125,1986713.0,3497708.5,35637264.0,8.93710708618164,9.45270919799805,7.60405302047729,7.32233381271362,9.12941074371338,14.501992225647,15.0676193237305,17.3889026641846,64.0,4,16.0,50.4000015258789,False,False,False,True,True,False,True,True,0.0,6259.5400390625,2136.81567382812,0.0,990.231689453125,0.0,1435.09143066406,6483.0947265625,3047.009765625,3,0,False,0,False,False,False,716.981018066406,6.57504940032959,1.2742635011673,76.0914840698242
Brébeuf,Rachel,1420,Plateau-Mont-Royal,0,1830.37609863281,0.0,0.0,False,18954.6640625,355.661468505859,460.267761230469,18138.734375,252323.34375,326536.09375,18359046.0,7.51227712631226,9.84980487823486,5.87397909164429,6.13180780410767,9.80580520629883,12.4384670257568,12.6962957382202,16.7256336212158,48.0999984741211,3,16.0,39.7999992370605,False,True,False,True,True,False,True,True,0.0,0.0,709.448120117188,10549.5458984375,794.581909179688,0.0,108.782043457031,8405.1171875,217.564086914062,2,0,False,0,False,False,False,2784.68408203125,7.93188953399658,1.89546644687653,18.3037605285645
Gouin,Waverly,1277,Ahuntsic-Cartierville,1,382.080352783203,0.0026172505147560206,0.16819072880338823,False,14846.5478515625,236.137985229492,346.670684814453,14263.7392578125,23054.65625,32125.95703125,2511828.25,5.94563102722168,9.60552310943604,5.46441602706909,5.84837484359741,9.5654764175415,10.0456228256226,10.377420425415,14.7365207672119,49.7999992370605,4,12.5,41.9000015258789,False,False,False,False,False,True,False,True,0.5,125.605316162109,119.868347167969,6501.3310546875,108.63069152832,0.0,86.1553726196289,8219.6123046875,67.4259490966797,2,0,False,0,False,False,False,9821.931640625,9.19237327575684,1.48465478420258,3.82080364227295
Lanaudière,Saint-Zotique,1096,Rosemont-La-Petite-Patrie,0,2836.49780273438,0.0,0.0,False,13370.8486328125,613.2412109375,728.223937988281,12029.3828125,366232.46875,557913.0,19395752.0,7.95032501220703,9.50083160400391,6.41875791549683,6.59060907363892,9.39510822296143,12.8110237121582,13.2319583892822,16.7805652618408,52.7999992370605,4,13.1999998092651,44.4000015258789,False,False,False,False,False,True,True,True,1.0,1533.10302734375,639.39208984375,6488.31103515625,626.518432617188,0.0,553.567687988281,5349.4345703125,1017.01965332031,3,0,False,0,False,False,False,5107.5732421875,8.53847980499268,1.33708488941193,28.3649787902832
Harry-Worth,Saint-Jean,15140,Pierrefonds-Roxboro,0,262.3544921875,0.0,0.0,False,32464.5078125,2967.74609375,2504.30151367188,26992.458984375,182893.765625,201989.25,3664853.0,5.56969690322876,10.387903213501,7.99555778503418,7.82576513290405,10.2033128738403,12.1166610717773,12.2159700393677,15.1142988204956,96.4000015258789,4,24.1000003814697,74.6999969482422,True,True,False,True,True,False,False,False,0.0,14528.3505859375,32.0865211486816,914.133850097656,79.2725830078125,15461.6171875,103.80933380127,1560.4052734375,47.1860618591309,8,2,True,2,False,False,False,21859.73828125,9.99240207672119,3.24645066261292,2.62354493141174
Félix-Leclerc,Henri-Bourassa,7200,Saint-Laurent,0,210.2451171875,0.0,0.0,False,31668.181640625,2363.81005859375,2586.26489257812,26718.10546875,75769.03125,156131.421875,3457553.75,5.34827423095703,10.3630676269531,7.76803016662598,7.85797023773193,10.193097114563,11.235445022583,11.9584531784058,15.0560722351074,111.099998474121,4,27.7999992370605,89.4000015258789,True,False,False,False,True,True,False,True,0.0,325.543823242188,67.2784423828125,14115.9423828125,70.6423645019531,2264.33813476562,13.4556884765625,14962.3564453125,58.8686332702637,8,2,True,2,False,False,False,12818.791015625,9.45866775512695,3.16681814193726,2.10245108604431
Parthenais,Sainte-Catherine,635,Ville-Marie,0,2936.146484375,0.0,0.0,False,13339.84765625,469.231048583984,1380.3212890625,11490.294921875,132533.421875,1025644.3125,10955322.0,7.98485279083252,9.49851131439209,6.15109491348267,7.23007202148438,9.34925842285156,11.7945899963379,13.8408317565918,16.2093353271484,51.5999984741211,4,12.8999996185303,46.9000015258789,False,False,False,False,False,True,True,True,1.0,3104.74536132812,1407.31408691406,0.0,282.448120117188,508.333648681641,1011.55834960938,9726.7685546875,234.826034545898,3,0,False,0,False,False,False,3194.19189453125,8.06908893585205,1.33398473262787,29.3614654541016
Bourdaloue,Lacordaire,11812,St-LÚonard,0,818.482604980469,0.0,0.0,False,27604.177734375,1172.45324707031,1040.236328125,25391.48828125,287064.53125,242891.671875,8356158.5,6.70745182037354,10.2257223129272,7.06685400009155,6.94720315933228,10.1421689987183,12.5674619674683,12.4003705978394,15.9385089874268,67.6999969482422,3,22.6000003814697,60.0999984741211,True,False,False,False,False,True,True,True,1.0,13890.5576171875,205.886337280273,1075.23498535156,297.016357421875,12636.44140625,123.194290161133,1.94436705112457,192.385604858398,7,1,True,0,False,False,False,9055.0458984375,9.11107730865479,2.76041769981384,8.1848258972168
Décarie,Edouard-Montpetit inter. Est,94,C¶te-des-Neiges-Notre-Dame-de-Graces,0,306.707611083984,0.0,0.0,False,30567.32421875,2828.93969726562,4781.447265625,22956.935546875,43046.46484375,71975.765625,4687166.5,5.72589492797852,10.3276872634888,7.94765710830688,8.47249889373779,10.0413751602173,10.6700353622437,11.1840848922729,15.3603391647339,72.0,4,18.0,59.7000007629395,False,True,False,True,True,True,True,True,0.0,0.0,15.0531339645386,6418.51904296875,73.3840255737305,21401.71875,197.572387695312,2747.08618164062,20.6980590820312,4,1,True,4,False,False,False,5237.1171875,8.56352615356445,3.05673241615295,3.06707620620728
Lacordaire,Métropolitain Sud,1634,St-LÚonard,0,427.206268310547,0.0,0.0,False,43062.4375,13417.9921875,7.36645221710205,29637.078125,768006.625,985.53564453125,4628414.0,6.05726718902588,10.6704063415527,9.50435161590576,1.99693596363068,10.2967805862427,13.5515537261963,6.89318513870239,15.3477249145508,70.5,4,17.6000003814697,60.2000007629395,True,False,False,False,True,True,True,True,0.0,20103.046875,6.08122777938843,0.0,118.583946228027,15360.8935546875,148.990081787109,7598.4951171875,153.551010131836,6,1,True,0,False,False,False,9016.947265625,9.10686111450195,4.30624389648438,4.2720627784729
Durocher,Prince-Arthur,310,Plateau-Mont-Royal,0,5432.408203125,0.0,0.0,False,9617.3115234375,2382.056640625,1156.1689453125,6079.0859375,4767480.5,574736.5625,8482331.0,8.60013771057129,9.17131996154785,7.77572011947632,7.05286693572998,8.71261024475098,15.3773279190063,13.2616672515869,15.9534959793091,44.7000007629395,4,11.1999998092651,37.2000007629395,False,False,False,False,False,False,False,False,1.0,0.0,2001.41345214844,0.0,497.104339599609,1748.77819824219,2355.55981445312,7868.53369140625,578.330505371094,1,0,False,0,False,False,False,929.129028320312,6.83424758911133,0.961731135845184,54.3240814208984
La Roche,Marie-Anne,587,Plateau-Mont-Royal,0,2646.82080078125,0.0,0.0,False,15144.69921875,621.896118164062,647.383666992188,13875.419921875,461348.96875,379275.34375,17105300.0,7.88111400604248,9.62540626525879,6.43277311325073,6.47293901443481,9.53787422180176,13.0419101715088,12.8460178375244,16.654899597168,50.7000007629395,4,12.6999998092651,43.9000015258789,False,False,False,False,False,True,True,True,1.0,0.0,586.147155761719,4220.7373046875,769.318176269531,10908.669921875,549.512939453125,15.2925271987915,741.842529296875,3,0,False,0,False,False,False,2889.5458984375,7.96885442733765,1.51446998119354,26.4682083129883
Saint-Cuthbert,Saint-Laurent,1433,Plateau-Mont-Royal,0,3039.9765625,0.0,0.0,False,17345.849609375,2392.01635742188,19.8920288085938,14933.9404296875,2518526.75,1827.84777832031,25313808.0,8.01960468292236,9.76110935211182,7.77989196777344,2.99031901359558,9.6113920211792,14.739185333252,7.51089477539062,17.0468616485596,32.7000007629395,3,10.8999996185303,37.0999984741211,False,True,False,True,False,True,True,True,1.0,0.0,1052.88854980469,39.7840576171875,91.8884582519531,14909.0751953125,643.219177246094,2396.98950195312,1251.98022460938,2,0,False,0,True,False,False,1633.96301269531,7.39876365661621,1.7345849275589,30.3997650146484
